particulars,uom,unit_cost,supply_code,specifications,category_item_id,category_item_budget_id,category_group_id,is_ppmp
Certificate Frame A4,PIECE,243.6,OS-032,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Certificate Frame Long,PIECE,263.09,OS-033,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Certificate Frame Short,PIECE,204.62,OS-034,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
"Certificate Frame;Short (8.5""x11"")",PIECE,139.76,TOS,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Certificate Holder for A4,PIECE,126.68,OS-035,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Certificate Holder for Long,PIECE,136.41,OS-036,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Certificate Holder for Short,PIECE,107.18,OS-037,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Chair Cover,PIECE,50,OOS-005,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Champion Cup Glass Trophy - 16 tall made of jade glass with mirror glass box base mounted on bronze glass base with color glass plate,PIECE,3685,OTS-902,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Chargeable sprayer; 16L capacity; plastic,ROLL,175,OS,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Charmeuse Fabric Satin,METER,180,OS-336,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cheese,PACK,48.31,OTS-038,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cheese Cloth,PIECE,87.85,OTS-295,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cheese flavor,KILO,106.3,OTS-039,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Chiefs Knife (Stainless Steel )10inch),PIECE,442.89,OTS-040,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Chocolate Syrup,GALLON,1771.56,TS-018,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Chopping Board,UNIT,531.47,04LE-117,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Chopping Board (10x14in),SET,585.64,OTS-286,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Chopping board,UNIT,399.3,04LE-885,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Chopping board,PIECE,241.58,AG-047-2,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cinnamon Powder,KILO,708.62,TS-019,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Clay pots (big),PIECE,144.95,18GT-33,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Clay pots (medium),PIECE,115.95,18GT-34,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Clip Board,BOX,165.65,OS-041,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Clippers for Barbershop,PIECE,1000,BE-02,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Clock,UNIT,442.89,OTS-041,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cocktail Forks; 12 pieces per pack,PACK,127.58,51OE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cocktail forks; 12 pieces per doz,DOZEN,752.93,TS-020,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Coffee Glass,PIECE,80.53,OTS-042,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
ColanderLarge Model 9.25 inches diameter at rim Diameter: 24 cm (9.25 inches) Handle to Handle 31.5 cm (12.4 inches) Inside Depth: 11 cm (4.25 inches) XL Model 10 inches diameter at rim Diameter: 26 cm (10 inches) Handle to Handle 33.5 cm (13.25 inches) Inside Depth: 11 cm (4.25 inches),PIECE,300,29KU-46,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Colanders (Stainless steel),PIECE,620.04,04LE-126,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Collins Glass,DOZEN,1500,OS-449,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Commercial Coffee Roasted  (Diffirent Farmers / Origin),PACK,350,OS-428,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Compass,PIECE,1240.1,04LE-131,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Compass,UNIT,1000,OTS-523,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Complete set of Stainless Steel Sieve; 20cm; 30cm & 4cm; heavy Duty,SET,7972.03,04LE-132,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Condiments Organizer,SET,600,51OE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Container w/ cover; 250 ml capacity; stainless steel can with cover,PIECE,575.22,04LE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cooking Pan #04,PIECE,5314.68,29KU-3,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cooking Poan Big Stainless Heavy Duty (KAWA),PIECE,5500,29KU,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cooking Pot # 03,PIECE,1328.68,29KU-4,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cooking Pot Big Stainless Heavy Duty,PIECE,5500,29KU,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cooler ( 50 Liters),UNIT,6500,OS-458,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cooler 30 quart/liter,UNIT,4329.6,OS-502,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cooler Box Big,PIECE,5500,29KU,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Coplin Jar 50ml; 10 slide,PIECE,890,MDLS-010,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Corn Oil (Halal),LITER,289.89,OTS-043,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Corn starch (Halal),KILO,322.1,OTS-044,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Corsage,PIECE,88.58,TS-028,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cosmetics and make-up,UNIT,10000,OTS-1145,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Coupler baking,PIECE,165,04LE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cover All,PIECE,1756.92,OTS-255,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cover all,PIECE,1320,OTS-250,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Crates (Glasswares)Size:LxWxH 48Ã—33Ã—15cm; 24pcs capacity,UNIT,550,29KU-36,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Creaming Paddle,UNIT,279.4,04LE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cupping Cups,UNIT,300,OTS-507,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cupric Sulfate 500g,GRAMS,4573.8,LES-005,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cups and Saucer (180ml; wide rim; ceramic; color black/ green / white),SET,450,OS-438,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cups and Saucer (220ml; wide rim; ceramic; color black/ green / white),SET,500,OS-437,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cushion Sets,PIECE,1594.41,27SS-4,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Customized or Full Sublimation PoloShirt,PIECE,805.26,TS,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Cyclone Wire,METER,1948.72,AG-022-1,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
DIFFERENTIAL COUNTER (5 KEYS),UNIT,6050,MED-121,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
DISPOSABLE COFFEE CUPS (25 pcs per pack),PACK,120.79,TS-034,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
DISPOSABLE COFFEE STIRRERS (50 pcs per pack),PACK,36.61,29KU,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
DORHEADER GRILL; L=50 cm x W=95 cm); 12 mm square bar,UNIT,1288.41,51OE-95,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Date Stamp,PIECE,220,OS-500,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Decorting Tips,PIECE,495,04LE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Demitasse Cups,PIECE,385,OS-444,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Differential Counter; 8 keys,UNIT,6999.97,04LE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Digital Timer,UNIT,500,OTS-506,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
"Dinner Plate12""; Ceramic; White",PIECE,132,29KU-18,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Dinner Spoon/ Fork Set (dozen)L-10.8cm; W-4.8cm; H-2.6cm; Stainless Steel,DOZEN,165,29KU-20,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Dip Net,PIECE,200,51OE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Diploma Case; 9.5x12 inches; chipboard covered w/ laminated C2S100 white ribbonette inside the cover.,PIECE,159.45,OTS-063,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Dipper,PIECE,110,D-001,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Dipper,UNIT,55,OTS-1150,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Disaster Relief Tent,PIECE,17715.61,OTS-064,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Dish Organizer; with cover heavy duty,UNIT,2657.35,29KU-6,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Dish Washing SetPaste ot liquid with sponges brushes etc,SET,165,OS-501,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Display rack,PIECE,800,OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Disposable fork; 100pieces per pack,PACK,159.45,TS-032,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Disposable glass; 100pieces per pack,PACK,175.4,TS-033,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Disposable paper cups; 12oz; 100pieces per pack,PACK,175.4,TS-035,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Disposable paper plates; 20pieces per pack,PACK,68.22,TS-036,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Disposable spoon;100pieces per pack,PACK,175.4,TS-037,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Disposable; Fork and Spoon 24pcs/pck 12 spoon /12 fork.,PACK,68.22,TS-038,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Distribution Tool (Espresso Tool - OCD; stainless ),UNIT,900,OS-436,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Double Fitted Sheets,PIECE,885.79,51OE-98,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Double Fitted sheets,PIECE,805.26,51OE-99,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Double Flat Sheets,PIECE,708.62,51OE-100,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Double flat sheets,UNIT,644.2,51OE-101,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Dough Cutter,UNIT,550,04LE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Drinking Glass,PIECE,102.49,OTS-065,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Drone battery,UNIT,5000,OS-625,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Drug Testing (Remote Collection-In Campus ACCESS; TACURONG; ISULAN,PAX,385,,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Drum (plastic for water),PIECE,1650,OTS-601,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Drum (plastic for water) 50galloon,UNIT,1815,AT-166,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Dry Ice (big),PIECE,250,51OE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Dynamic cart,PIECE,354.31,04LE-204,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
EDTA (0.5M) ph 8.00; 250 mL,BOTTLE,3300,04LE-894,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
ENERGIZER RECHARGE POWER PLUS size 9v 9V 9 volts rechargable battery,PIECE,539,28CA-300,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Ear tags applicator with remover blank eartag plier tool,PIECE,1980,OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Eco Bag,PIECE,110,OS-1200,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Eco bag/cloth bag plain,PIECE,20,TOS,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Eco-Bag Weaving,LOT,110000,TS--262,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Elution buffer 30 mL,BOTTLE,2750,04LE-905,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Emergency Light,UNIT,3850,OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Emergency Reflector Exit,PIECE,1030.72,BFP-04,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Empanad molder,UNIT,55,OTS-1047,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Empanada molder,PIECE,55,04LE-120,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Espresso Cleaner (500 grams Cleaning and Sanitation Product for coffee brewing and dispensing equipment),BOTTLE,700,OS-423,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Evaporated milk,UNIT,44,OTS-1048,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Experimental birds (rhode island red chicks),HEAD,110,OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
FISHING ROD,SET,4000,51OE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
FLAG POLE,METER,120,EM-253,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
FORKS (12 forks in 1 set),SET,585.64,OTS-072,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
FORKS 12 forks in 1 set,SET,644.2,OTS-896,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
FUNNEL,PIECE,50,51OE,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Ferrous Sulfate 500gram,GRAMS,8167.5,LES-006,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Fire extinguisher; dry chemical,UNIT,1399.8,DBM-46191601-FE-M01,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Fish Descaler,UNIT,265.74,04LE-271,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Fish Poacher,PIECE,4428.91,04LE-272,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Fitted Bed Sheet; Single,PIECE,442.89,51OE-112,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Flar iron Table (Kabayo),UNIT,1650,FI-002,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Flat Iron heavy duty,UNIT,2750,FI-001,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Flavoring,UNIT,600,OTS-1049,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Flood Light,PIECE,1650,EM-255,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Floor Carpet 60x60 feet (40 metters),METER,3300,OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Flower Pot; Large,PIECE,96.64,RM-049,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Flower Pot; Medium,LOT,16105.1,RM-050,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Foam with Cover; Single,PIECE,797.21,EM-080,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Foldable Tents,PIECE,6200.47,04LE-275,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
"Folding Sleeping; Type: Sleeping BagMaterial: Polyester; CottonOccasions: Travel; Hiking Camping; etcFeatures: Lightweight; Warm; Durable; PortableSize: 210cm x 75cm/82.68"" x 29.53"" (Approx.)",UNIT,1430,OTS,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Food Tongs,PIECE,389.74,OTS-070,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
"Food Tray; 14"" plastic",PIECE,265.74,TS-046,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Food trays with cover 15.5x10x4 inches,PIECE,974.37,OTS-071,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Footres,PIECE,219.62,AT-060,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
Fork-6pcs/pack stainless,PACK,330,29KU,1040499000-Other Supplies and Materials Inventory - 00099-Others,103,1,5,
