Particulars,Unit,Unit Cost,Stock/Property #,UMIS Account Code and Account Title,UACS Code - Accounting,Account Title - Accounting,UACS Code - Budget,Account Title - Budget,Account Group,Budget Category,PPMP?
BALLPEN,PIECE,30,DBM-80141505-TS-001,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Ballpen,DOZEN,120,OTS-100007,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Ballpen (Black) 50 pcs/ Box,BOX,605,OS-005,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Ballpen (Black) 50 pcs/ Box,BOX,385,OS,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Ballpen (Blue),BOX,605,OS-006,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Ballpen (Blue),BOX,385,OS,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Ballpen (Green),BOX,605,OS-007,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Ballpen (Red),BOX,605,OS-008,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Ballpen (black) per,PIECE,11,OS,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Ballpen (blue),BOX,360,OTS,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
G2 ; roller ballpen Black-Bold;1.0MM 6pcs/pack,PACK,440,OS-230,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
G2; roller ballpen Blue -Bold ; 1.0MM 6pcs/pack,PACK,440,OS-232,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
G2; roller ballpen RED-Bold ; 1.0MM 6pcs/pack,PACK,400,OS-231,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; FLUORESCENT; 3 colors per set,SET,126.68,OS-139,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; Flourescent,SET,42.64,DBM-44121716-MA-F01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; Flourescent; 3 colors per set,SET,31.11,44121716-MA-F01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; PERMANENT; broad type; black;refillable,PIECE,115.5,OS-140,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; PERMANENT; broad type; black;refillable,PIECE,33.28,OS,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; PERMANENT; broad type; black;refillable,PIECE,30.25,OS,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; PERMANENT; broad type; blue;refillable,PIECE,115.5,OS-141,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; PERMANENT; broad type; red;refillable,PIECE,115.5,OS-142,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; PERMANENT; bullet type; black;refillable,PIECE,115.5,OS-143,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; PERMANENT; bullet type; blue;refillable,PIECE,115.5,OS-144,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; PERMANENT; bullet type; red;refillable,PIECE,115.5,OS-145,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; Permanent; Black,PIECE,15.6,DBM-44121708-MP-B01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; Permanent; Black,piece,7.47,44121708-MP-B01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; Permanent; Blue,PIECE,15.6,DBM-44121708-MP-B02,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; Permanent; Blue,piece,7.47,44121708-MP-B02,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; Permanent; Red,PIECE,15.6,DBM-44121708-MP-B03,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; Permanent; Red,piece,7.47,44121708-MP-B03,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; WHITEBOARD; black; refillable,PIECE,104.5,OS-146,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; WHITEBOARD; black; refillable,PIECE,26.62,OS,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; WHITEBOARD; blue;refillable,PIECE,104.5,OS-147,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; WHITEBOARD; red;refillable,PIECE,104.5,OS-148,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; Whiteboard; Black,PIECE,10.4,DBM-44121708-MW-B01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; Whiteboard; Black,piece,9.65,44121708-MW-B01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; Whiteboard; Blue,PIECE,10.4,DBM-44121708-MW-B02,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; Whiteboard; Blue,piece,9.65,44121708-MW-B02,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; Whiteboard; Red,PIECE,10.4,DBM-44121708-MW-B03,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; Whiteboard; Red,piece,9.65,44121708-MW-B03,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; whiteboard black,PIECE,10.4,DBM-44121708-MW-B01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
MARKER; whiteboard blue,PIECE,10.4,DBM-44121708-MW-B02,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Marker; Flourescent,SET,42.64,DBM-44121716-MA-F01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Marker; Permanent; blue,PIECE,15.6,DBM-44121708-MP-B02,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Marker; whiteboard; Red,PIECE,10.4,DBM-44121709-B03,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Marker;Permanent black,PIECE,15.6,DBM-44121708-MP-B02,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
PENCIL,BOX,132,OS-853,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
PENCIL SHARPENER,PIECE,213.2,DBM-44121619-PS-M01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
PENCIL SHARPENER; 1 piece in individual plastic case; heavy duty,PIECE,380.02,OS-165,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
PENCIL SHARPENER; manual; single cutter head,piece,212.87,44121619-PS-M01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
PENCIL leadgraphite with eraser one dozen/ box,BOX,130.9,44121706-PE-L01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
PENCIL; lead/graphite; with eraser,BOX,41.6,DBM-44121706-PE-L01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Parker Rollerball Pen Black w/ Parker Quick Inks Refill 0.8,PIECE,"1,980.00",OS-300,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Parker Rollerball Pen Blue w/ Parker Quick Inks Refill 0.8,PIECE,"1,980.00",OS-840,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Pencil,BOX,300,OTS-100006,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Pencil # 2 ( 12 pcs per box),BOX,220,OS-390,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Pencil (3mm core – 175mm long),DOZEN,25,OS-167,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Pencil Sharpener (two holes),PIECE,11,OS-166,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Pencil Sharpener; Single Hole; Small; Plastic,PIECE,3.3,OS-223,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Pencil sharpener,PIECE,213.2,DBM-44121619-PS-M01,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
Pencil sharpener (hand crank),PIECE,380.02,OS-838,"1040401000-Office Supplies Inventory - 00002-Pens, Pencils and Sharpeners, Markers, and Highlighters",1040401000,Office Supplies Inventory,5020301000,Office Supplies Expenses,Office Supplies Expenses,MOOE: Supplies & Semi-Expendables,
